order_id,customer_id,order_timestamp,location,product_category,order_value,delivery_timestamp
108,1105,2023-01-05 11:00:00,Bangalore,Pharmacy,4243.81,2023-01-05 11:10:00
109,1164,2023-01-05 12:00:00,Hyderabad,Pharmacy,2648.32,2023-01-05 12:10:00
110,1143,2023-01-05 13:00:00,Bangalore,Electronics,1786.91,2023-01-05 13:10:00
111,1004,2023-01-05 14:00:00,Delhi,Electronics,2274.63,2023-01-05 14:10:00
112,1061,2023-01-05 15:00:00,Mumbai,Pharmacy,3059.82,2023-01-05 15:10:00
113,1122,2023-01-05 16:00:00,Hyderabad,Pharmacy,1210.08,2023-01-05 16:10:00
114,1125,2023-01-05 17:00:00,Delhi,Groceries,4519.04,2023-01-05 17:10:00
115,1006,2023-01-05 18:00:00,Delhi,Groceries,4974.58,2023-01-05 18:10:00
116,1175,2023-01-05 19:00:00,Delhi,Pharmacy,1262.45,2023-01-05 20:06:00
117,1087,2023-01-05 20:00:00,Delhi,Groceries,3943.64,2023-01-05 20:10:00
118,1004,2023-01-05 21:00:00,Mumbai,Electronics,4995.01,2023-01-05 22:49:00
119,1057,2023-01-05 22:00:00,Mumbai,Pharmacy,4048.32,2023-01-05 22:10:00
120,1004,2023-01-05 23:00:00,Hyderabad,Snacks,3308.39,2023-01-05 23:10:00
121,1049,2023-01-06 00:00:00,Bangalore,Snacks,1933.68,2023-01-06 00:10:00
122,1122,2023-01-06 01:00:00,Delhi,Snacks,398.55,2023-01-06 01:10:00
123,1098,2023-01-06 02:00:00,Mumbai,Pharmacy,3226.13,2023-01-06 02:10:00
124,1093,2023-01-06 03:00:00,Mumbai,Snacks,337.59,2023-01-06 03:10:00
125,1011,2023-01-06 04:00:00,Hyderabad,Electronics,623.67,2023-01-06 04:10:00
126,1118,2023-01-06 05:00:00,Delhi,Snacks,3006.33,2023-01-06 05:10:00
127,1094,2023-01-06 06:00:00,Mumbai,Pharmacy,4262.07,2023-01-06 06:10:00
128,1158,2023-01-06 07:00:00,Delhi,Groceries,342.63,2023-01-06 07:10:00
129,1091,2023-01-06 08:00:00,Delhi,Electronics,2497.75,2023-01-06 08:10:00
130,1052,2023-01-06 09:00:00,Hyderabad,Groceries,1852.12,2023-01-06 09:10:00
131,1038,2023-01-06 10:00:00,Delhi,Groceries,894.79,2023-01-06 10:10:00
132,1094,2023-01-06 11:00:00,Mumbai,Pharmacy,2990.36,2023-01-06 11:10:00
133,1060,2023-01-06 12:00:00,Bangalore,Snacks,1931.37,2023-01-06 12:10:00
134,1162,2023-01-06 13:00:00,Bangalore,Groceries,286.0,2023-01-06 13:10:00
135,1051,2023-01-06 14:00:00,Hyderabad,Groceries,1729.28,2023-01-06 14:10:00
136,1037,2023-01-06 15:00:00,Delhi,Groceries,4272.85,2023-01-06 15:10:00
137,1168,2023-01-06 16:00:00,Bangalore,Electronics,1807.22,2023-01-06 16:10:00
138,1006,2023-01-06 17:00:00,Mumbai,Groceries,2801.11,2023-01-06 17:10:00
139,1187,2023-01-06 18:00:00,Bangalore,Snacks,974.91,2023-01-06 18:10:00
140,1199,2023-01-06 19:00:00,Delhi,Snacks,1933.44,2023-01-06 19:10:00
141,1189,2023-01-06 20:00:00,Bangalore,Snacks,2314.28,2023-01-06 20:10:00
142,1200,2023-01-06 21:00:00,Hyderabad,Groceries,4752.93,2023-01-06 21:27:00
143,1196,2023-01-06 22:00:00,Bangalore,Pharmacy,377.75,2023-01-06 22:10:00
144,1036,2023-01-06 23:00:00,Bangalore,Snacks,3477.08,2023-01-06 23:10:00
145,1042,2023-01-07 00:00:00,Mumbai,Electronics,3577.9,2023-01-07 00:10:00
146,1198,2023-01-07 01:00:00,Bangalore,Pharmacy,3337.49,2023-01-07 01:10:00
147,1052,2023-01-07 02:00:00,Bangalore,Snacks,789.58,2023-01-07 02:10:00
148,1048,2023-01-07 03:00:00,Delhi,Electronics,4647.08,2023-01-07 03:28:00
149,1020,2023-01-07 04:00:00,Delhi,Snacks,343.69,2023-01-07 04:10:00
150,1077,2023-01-07 05:00:00,Mumbai,Groceries,3340.82,2023-01-07 05:10:00
151,1190,2023-01-07 06:00:00,Bangalore,Pharmacy,3626.94,2023-01-07 06:10:00
152,1042,2023-01-07 07:00:00,Hyderabad,Pharmacy,4202.43,2023-01-07 07:10:00
153,1102,2023-01-07 08:00:00,Hyderabad,Snacks,3659.59,2023-01-07 08:10:00
154,1162,2023-01-07 09:00:00,Mumbai,Snacks,4197.71,2023-01-07 09:53:00
155,1080,2023-01-07 10:00:00,Hyderabad,Electronics,2427.39,2023-01-07 10:10:00
156,1147,2023-01-07 11:00:00,Mumbai,Groceries,4149.94,2023-01-07 12:39:00
157,1030,2023-01-07 12:00:00,Mumbai,Electronics,3221.02,2023-01-07 12:10:00
158,1048,2023-01-07 13:00:00,Delhi,Electronics,2008.32,2023-01-07 13:10:00
159,1034,2023-01-07 14:00:00,Bangalore,Electronics,4519.52,2023-01-07 14:10:00
160,1184,2023-01-07 15:00:00,Delhi,Electronics,439.35,2023-01-07 15:10:00
161,1129,2023-01-07 16:00:00,Bangalore,Groceries,4960.02,2023-01-07 16:10:00
162,1092,2023-01-07 17:00:00,Mumbai,Snacks,4393.4,2023-01-07 17:10:00
163,1016,2023-01-07 18:00:00,Delhi,Pharmacy,4942.67,2023-01-07 18:10:00
164,1005,2023-01-07 19:00:00,Hyderabad,Snacks,1606.29,2023-01-07 19:10:00
165,1071,2023-01-07 20:00:00,Bangalore,Pharmacy,2962.18,2023-01-07 20:10:00
166,1033,2023-01-07 21:00:00,Delhi,Pharmacy,584.28,2023-01-07 21:10:00
167,1180,2023-01-07 22:00:00,Bangalore,Electronics,2954.4,2023-01-07 22:10:00
168,1133,2023-01-07 23:00:00,Delhi,Pharmacy,4572.58,2023-01-07 23:10:00
169,1146,2023-01-08 00:00:00,Delhi,Pharmacy,1118.84,2023-01-08 00:10:00
170,1197,2023-01-08 01:00:00,Delhi,Pharmacy,3670.39,2023-01-08 01:10:00
171,1179,2023-01-08 02:00:00,Bangalore,Pharmacy,2605.99,2023-01-08 02:10:00
172,1093,2023-01-08 03:00:00,Mumbai,Electronics,1310.72,2023-01-08 03:10:00
173,1169,2023-01-08 04:00:00,Bangalore,Groceries,2886.02,2023-01-08 04:10:00
174,1079,2023-01-08 05:00:00,Bangalore,Pharmacy,3689.93,2023-01-08 05:10:00
175,1198,2023-01-08 06:00:00,Delhi,Snacks,4881.27,2023-01-08 06:10:00
176,1184,2023-01-08 07:00:00,Delhi,Groceries,1140.9,2023-01-08 07:10:00
177,1067,2023-01-08 08:00:00,Bangalore,Pharmacy,2626.23,2023-01-08 08:10:00
178,1156,2023-01-08 09:00:00,Delhi,Groceries,1713.61,2023-01-08 09:10:00
179,1070,2023-01-08 10:00:00,Delhi,Pharmacy,540.71,2023-01-08 10:10:00
180,1179,2023-01-08 11:00:00,Mumbai,Groceries,1299.21,2023-01-08 11:10:00
181,1116,2023-01-08 12:00:00,Delhi,Groceries,4596.45,2023-01-08 12:10:00
182,1036,2023-01-08 13:00:00,Hyderabad,Snacks,2251.02,2023-01-08 13:10:00
183,1113,2023-01-08 14:00:00,Delhi,Snacks,1064.11,2023-01-08 14:10:00
184,1141,2023-01-08 15:00:00,Mumbai,Groceries,4154.27,2023-01-08 15:10:00
185,1018,2023-01-08 16:00:00,Delhi,Pharmacy,2177.21,2023-01-08 16:10:00
186,1026,2023-01-08 17:00:00,Mumbai,Electronics,3754.07,2023-01-08 17:54:00
187,1029,2023-01-08 18:00:00,Bangalore,Pharmacy,3065.22,2023-01-08 18:10:00
188,1042,2023-01-08 19:00:00,Hyderabad,Pharmacy,1745.75,2023-01-08 19:10:00
189,1142,2023-01-08 20:00:00,Delhi,Groceries,1300.12,2023-01-08 20:10:00
190,1066,2023-01-08 21:00:00,Hyderabad,Groceries,4286.27,2023-01-08 21:10:00
191,1075,2023-01-08 22:00:00,Mumbai,Snacks,4143.81,2023-01-08 22:10:00
192,1056,2023-01-08 23:00:00,Mumbai,Electronics,802.12,2023-01-08 23:10:00
193,1121,2023-01-09 00:00:00,Delhi,Electronics,1767.42,2023-01-09 00:10:00
194,1136,2023-01-09 01:00:00,Delhi,Electronics,1647.95,2023-01-09 01:10:00
195,1076,2023-01-09 02:00:00,Mumbai,Groceries,1552.3,2023-01-09 02:10:00
196,1052,2023-01-09 03:00:00,Mumbai,Snacks,4018.22,2023-01-09 03:10:00
197,1024,2023-01-09 04:00:00,Hyderabad,Pharmacy,2540.32,2023-01-09 04:21:00
198,1193,2023-01-09 05:00:00,Bangalore,Snacks,4438.9,2023-01-09 05:10:00
199,1117,2023-01-09 06:00:00,Mumbai,Groceries,392.97,2023-01-09 07:56:00
200,1052,2023-01-09 07:00:00,Delhi,Snacks,1396.21,2023-01-09 07:10:00
201,1185,2023-01-09 08:00:00,Delhi,Electronics,3287.94,2023-01-09 08:10:00
202,1153,2023-01-09 09:00:00,Delhi,Groceries,924.38,2023-01-09 09:10:00
203,1024,2023-01-09 10:00:00,Delhi,Groceries,1662.49,2023-01-09 10:10:00
204,1149,2023-01-09 11:00:00,Mumbai,Electronics,1149.93,2023-01-09 11:10:00
205,1056,2023-01-09 12:00:00,Hyderabad,Snacks,660.07,2023-01-09 12:10:00
206,1191,2023-01-09 13:00:00,Delhi,Groceries,1754.23,2023-01-09 13:10:00
207,1049,2023-01-09 14:00:00,Hyderabad,Electronics,872.07,2023-01-09 14:10:00
208,1065,2023-01-09 15:00:00,Hyderabad,Electronics,4845.94,2023-01-09 15:10:00
209,1188,2023-01-09 16:00:00,Delhi,Groceries,3712.18,2023-01-09 16:10:00
210,1132,2023-01-09 17:00:00,Mumbai,Electronics,4208.92,2023-01-09 17:10:00
211,1042,2023-01-09 18:00:00,Delhi,Electronics,749.68,2023-01-09 18:10:00
212,1188,2023-01-09 19:00:00,Bangalore,Groceries,417.91,2023-01-09 19:10:00
213,1127,2023-01-09 20:00:00,Delhi,Pharmacy,4632.03,2023-01-09 20:10:00
214,1125,2023-01-09 21:00:00,Mumbai,Pharmacy,3582.55,2023-01-09 21:10:00
215,1129,2023-01-09 22:00:00,Hyderabad,Electronics,2074.41,2023-01-09 22:10:00
216,1111,2023-01-09 23:00:00,Bangalore,Groceries,2859.91,2023-01-09 23:10:00
217,1186,2023-01-10 00:00:00,Delhi,Groceries,431.28,2023-01-10 00:10:00
218,1039,2023-01-10 01:00:00,Delhi,Pharmacy,1578.84,2023-01-10 01:10:00
219,1121,2023-01-10 02:00:00,Hyderabad,Groceries,4551.04,2023-01-10 02:10:00
220,1148,2023-01-10 03:00:00,Bangalore,Electronics,2368.79,2023-01-10 03:10:00
221,1110,2023-01-10 04:00:00,Bangalore,Snacks,1345.66,2023-01-10 04:10:00
222,1038,2023-01-10 05:00:00,Bangalore,Pharmacy,3720.77,2023-01-10 05:10:00
223,1095,2023-01-10 06:00:00,Delhi,Snacks,4121.97,2023-01-10 06:10:00
224,1034,2023-01-10 07:00:00,Hyderabad,Pharmacy,1342.84,2023-01-10 07:10:00
225,1191,2023-01-10 08:00:00,Mumbai,Pharmacy,1339.04,2023-01-10 08:10:00
226,1186,2023-01-10 09:00:00,Mumbai,Snacks,3195.43,2023-01-10 10:43:00
227,1102,2023-01-10 10:00:00,Bangalore,Pharmacy,4694.65,2023-01-10 10:10:00
228,1097,2023-01-10 11:00:00,Bangalore,Electronics,4282.9,2023-01-10 11:10:00
229,1168,2023-01-10 12:00:00,Delhi,Groceries,875.69,2023-01-10 12:10:00
230,1098,2023-01-10 13:00:00,Delhi,Electronics,3864.56,2023-01-10 13:10:00
231,1017,2023-01-10 14:00:00,Hyderabad,Pharmacy,4559.18,2023-01-10 14:10:00
232,1069,2023-01-10 15:00:00,Mumbai,Snacks,1052.21,2023-01-10 15:10:00
233,1192,2023-01-10 16:00:00,Hyderabad,Snacks,4030.54,2023-01-10 16:10:00
234,1189,2023-01-10 17:00:00,Bangalore,Pharmacy,1303.84,2023-01-10 17:10:00
235,1026,2023-01-10 18:00:00,Hyderabad,Groceries,3515.47,2023-01-10 18:10:00
236,1135,2023-01-10 19:00:00,Mumbai,Electronics,217.26,2023-01-10 19:10:00
237,1191,2023-01-10 20:00:00,Delhi,Snacks,2968.53,2023-01-10 20:10:00
238,1095,2023-01-10 21:00:00,Delhi,Electronics,666.29,2023-01-10 21:10:00
239,1111,2023-01-10 22:00:00,Mumbai,Pharmacy,1173.13,2023-01-10 22:10:00
240,1150,2023-01-10 23:00:00,Bangalore,Snacks,1021.31,2023-01-10 23:10:00
241,1087,2023-01-11 00:00:00,Hyderabad,Groceries,3504.17,2023-01-11 00:10:00
242,1124,2023-01-11 01:00:00,Delhi,Groceries,1314.51,2023-01-11 01:31:00
243,1092,2023-01-11 02:00:00,Mumbai,Snacks,3640.17,2023-01-11 02:10:00
244,1095,2023-01-11 03:00:00,Bangalore,Pharmacy,1912.01,2023-01-11 04:26:00
245,1080,2023-01-11 04:00:00,Hyderabad,Groceries,3408.12,2023-01-11 04:10:00
246,1133,2023-01-11 05:00:00,Hyderabad,Electronics,2383.53,2023-01-11 05:10:00
247,1116,2023-01-11 06:00:00,Delhi,Electronics,4474.18,2023-01-11 06:10:00
248,1030,2023-01-11 07:00:00,Hyderabad,Snacks,1426.95,2023-01-11 07:10:00
249,1193,2023-01-11 08:00:00,Delhi,Pharmacy,4984.35,2023-01-11 08:53:00
250,1143,2023-01-11 09:00:00,Bangalore,Snacks,2864.75,2023-01-11 09:10:00
251,1146,2023-01-11 10:00:00,Delhi,Pharmacy,872.08,2023-01-11 10:10:00
252,1114,2023-01-11 11:00:00,Bangalore,Groceries,253.32,2023-01-11 11:10:00
253,1154,2023-01-11 12:00:00,Delhi,Snacks,2453.93,2023-01-11 12:10:00
254,1157,2023-01-11 13:00:00,Bangalore,Groceries,627.25,2023-01-11 13:10:00
255,1194,2023-01-11 14:00:00,Delhi,Snacks,3433.63,2023-01-11 14:10:00
256,1199,2023-01-11 15:00:00,Mumbai,Snacks,1062.3,2023-01-11 15:10:00
257,1056,2023-01-11 16:00:00,Bangalore,Electronics,2923.02,2023-01-11 16:10:00
258,1130,2023-01-11 17:00:00,Hyderabad,Pharmacy,2891.93,2023-01-11 17:10:00
259,1169,2023-01-11 18:00:00,Hyderabad,Snacks,2124.28,2023-01-11 19:50:00
260,1046,2023-01-11 19:00:00,Bangalore,Pharmacy,1198.44,2023-01-11 19:10:00
261,1108,2023-01-11 20:00:00,Mumbai,Electronics,4073.64,2023-01-11 20:10:00
262,1145,2023-01-11 21:00:00,Bangalore,Pharmacy,2059.84,2023-01-11 21:10:00
263,1188,2023-01-11 22:00:00,Bangalore,Electronics,4315.51,2023-01-11 22:10:00
264,1023,2023-01-11 23:00:00,Bangalore,Pharmacy,3962.64,2023-01-11 23:10:00
265,1156,2023-01-12 00:00:00,Delhi,Electronics,2161.51,2023-01-12 00:10:00
266,1134,2023-01-12 01:00:00,Hyderabad,Pharmacy,4620.97,2023-01-12 01:10:00
267,1083,2023-01-12 02:00:00,Bangalore,Groceries,2568.56,2023-01-12 02:10:00
268,1055,2023-01-12 03:00:00,Mumbai,Snacks,1984.02,2023-01-12 04:38:00
269,1085,2023-01-12 04:00:00,Bangalore,Pharmacy,1580.25,2023-01-12 04:10:00
270,1097,2023-01-12 05:00:00,Delhi,Pharmacy,718.66,2023-01-12 05:10:00
271,1057,2023-01-12 06:00:00,Delhi,Pharmacy,1918.21,2023-01-12 06:10:00
272,1077,2023-01-12 07:00:00,Mumbai,Electronics,3866.52,2023-01-12 07:10:00
273,1105,2023-01-12 08:00:00,Bangalore,Electronics,2142.12,2023-01-12 08:10:00
274,1023,2023-01-12 09:00:00,Bangalore,Groceries,2882.99,2023-01-12 09:10:00
275,1150,2023-01-12 10:00:00,Delhi,Snacks,990.34,2023-01-12 10:10:00
276,1166,2023-01-12 11:00:00,Hyderabad,Pharmacy,3707.32,2023-01-12 11:10:00
277,1036,2023-01-12 12:00:00,Bangalore,Electronics,1430.13,2023-01-12 12:10:00
278,1092,2023-01-12 13:00:00,Mumbai,Snacks,1956.2,2023-01-12 13:10:00
279,1129,2023-01-12 14:00:00,Delhi,Electronics,4539.32,2023-01-12 14:10:00
280,1023,2023-01-12 15:00:00,Hyderabad,Groceries,4207.14,2023-01-12 15:10:00
281,1145,2023-01-12 16:00:00,Bangalore,Snacks,2352.39,2023-01-12 16:10:00
282,1164,2023-01-12 17:00:00,Bangalore,Pharmacy,3631.54,2023-01-12 17:10:00
283,1095,2023-01-12 18:00:00,Mumbai,Pharmacy,2641.85,2023-01-12 19:12:00
284,1165,2023-01-12 19:00:00,Hyderabad,Snacks,4080.57,2023-01-12 19:10:00
285,1030,2023-01-12 20:00:00,Delhi,Groceries,2516.38,2023-01-12 20:10:00
286,1194,2023-01-12 21:00:00,Mumbai,Snacks,2800.68,2023-01-12 21:10:00
287,1105,2023-01-12 22:00:00,Hyderabad,Snacks,4055.78,2023-01-12 22:10:00
288,1023,2023-01-12 23:00:00,Bangalore,Pharmacy,1115.09,2023-01-12 23:10:00
289,1060,2023-01-13 00:00:00,Bangalore,Groceries,1903.41,2023-01-13 00:10:00
290,1041,2023-01-13 01:00:00,Bangalore,Pharmacy,420.38,2023-01-13 01:10:00
291,1134,2023-01-13 02:00:00,Bangalore,Electronics,3957.77,2023-01-13 02:10:00
292,1040,2023-01-13 03:00:00,Bangalore,Pharmacy,4678.89,2023-01-13 03:10:00
293,1165,2023-01-13 04:00:00,Hyderabad,Pharmacy,1182.23,2023-01-13 04:10:00
